# Layered topology atomatically generated
# Number of nodes in layer 0: 1
# Number of nodes in layer 1: 10
# Number of nodes in layer 2: 35
# Number of nodes in layer 3: 123

router

#node_ID	location
SRC		Global
IT-C006	IT-ISP1	4.4Mbps	1	1ms	20000
IT-C006	IT-ISP2	4.1Mbps	1	1ms	20000
IT-C007	IT-ISP2	4.7Mbps	1	1ms	20000
IT-C007	IT-ISP1	5.6Mbps	1	1ms	20000
NL-C001	NL-ISP1	1.8Mbps	1	1ms	20000
NL-C001	NL-ISP2	5.5Mbps	1	1ms	20000
NL-C002	NL-ISP2	3.2Mbps	1	1ms	20000
NL-C002	NL-ISP1	2.8Mbps	1	1ms	20000
NL-C003	NL-ISP2	3.6Mbps	1	1ms	20000
NL-C003	NL-ISP1	3.2Mbps	1	1ms	20000
NL-C004	NL-ISP1	4.5Mbps	1	1ms	20000
NL-C004	NL-ISP2	4.2Mbps	1	1ms	20000
NL-C005	NL-ISP2	3.9Mbps	1	1ms	20000
NL-C005	NL-ISP1	2.8Mbps	1	1ms	20000
NL-C006	NL-ISP2	1.8Mbps	1	1ms	20000
NL-C006	NL-ISP1	3.4Mbps	1	1ms	20000
NL-C007	NL-ISP2	3.1Mbps	1	1ms	20000
NL-C007	NL-ISP1	3.6Mbps	1	1ms	20000
NL-C008	NL-ISP2	3.5Mbps	1	1ms	20000
NL-C008	NL-ISP1	3.1Mbps	1	1ms	20000
NL-C009	NL-ISP1	2.7Mbps	1	1ms	20000
NL-C009	NL-ISP2	3.9Mbps	1	1ms	20000
NO-C001	NO-ISP3	3.0Mbps	1	1ms	20000
NO-C001	NO-ISP1	4.2Mbps	1	1ms	20000
NO-C002	NO-ISP1	4.4Mbps	1	1ms	20000
NO-C002	NO-ISP3	2.6Mbps	1	1ms	20000
NO-C003	NO-ISP2	6.8Mbps	1	1ms	20000
NO-C003	NO-ISP1	5.5Mbps	1	1ms	20000
NO-C004	NO-ISP3	5.9Mbps	1	1ms	20000
NO-C004	NO-ISP1	5.9Mbps	1	1ms	20000
NO-C005	NO-ISP1	3.7Mbps	1	1ms	20000
NO-C005	NO-ISP3	3.6Mbps	1	1ms	20000
NO-C006	NO-ISP3	3.1Mbps	1	1ms	20000
NO-C006	NO-ISP2	6.4Mbps	1	1ms	20000
PL-C001	PL-ISP1	5.3Mbps	1	1ms	20000
PL-C001	PL-ISP2	4.6Mbps	1	1ms	20000
PL-C002	PL-ISP2	3.0Mbps	1	1ms	20000
PL-C002	PL-ISP3	3.0Mbps	1	1ms	20000
PL-C003	PL-ISP2	5.2Mbps	1	1ms	20000
PL-C003	PL-ISP1	1.5Mbps	1	1ms	20000
PL-C004	PL-ISP2	3.3Mbps	1	1ms	20000
PL-C004	PL-ISP3	4.9Mbps	1	1ms	20000
PL-C005	PL-ISP3	2.7Mbps	1	1ms	20000
PL-C005	PL-ISP2	4.5Mbps	1	1ms	20000
PL-C006	PL-ISP2	3.9Mbps	1	1ms	20000
PL-C006	PL-ISP3	2.2Mbps	1	1ms	20000
PL-C007	PL-ISP2	3.7Mbps	1	1ms	20000
PL-C007	PL-ISP3	5.2Mbps	1	1ms	20000
PL-C008	PL-ISP1	2.8Mbps	1	1ms	20000
PL-C008	PL-ISP3	4.4Mbps	1	1ms	20000
PL-C009	PL-ISP2	3.7Mbps	1	1ms	20000
PL-C009	PL-ISP1	4.7Mbps	1	1ms	20000
PL-C010	PL-ISP2	3.1Mbps	1	1ms	20000
PL-C010	PL-ISP3	5.5Mbps	1	1ms	20000
SE-C001	SE-ISP2	1.7Mbps	1	1ms	20000
SE-C001	SE-ISP3	1.5Mbps	1	1ms	20000
SE-C002	SE-ISP3	2.2Mbps	1	1ms	20000
SE-C002	SE-ISP1	2.4Mbps	1	1ms	20000
SE-C003	SE-ISP2	4.6Mbps	1	1ms	20000
SE-C003	SE-ISP3	4.1Mbps	1	1ms	20000
SE-C004	SE-ISP2	6.1Mbps	1	1ms	20000
SE-C004	SE-ISP1	4.4Mbps	1	1ms	20000
SE-C005	SE-ISP2	3.9Mbps	1	1ms	20000
SE-C005	SE-ISP3	3.4Mbps	1	1ms	20000
SE-C006	SE-ISP3	3.3Mbps	1	1ms	20000
SE-C006	SE-ISP2	4.1Mbps	1	1ms	20000
SE-C007	SE-ISP1	4.7Mbps	1	1ms	20000
SE-C007	SE-ISP2	4.1Mbps	1	1ms	20000
SE-C008	SE-ISP2	3.3Mbps	1	1ms	20000
SE-C008	SE-ISP1	1.8Mbps	1	1ms	20000
